alt-low                     alt-high                    press                       temp                        O3                          H2O                         CO2                         CH4                         O2                          CO                          N2                          
5.350000000000000e+01       5.400000000000000e+01       5.123077665307508e-04       2.000000000000000e+02       2.723877742658431e-06       6.005054412136353e-06       3.603782693224550e-04       1.031918708886309e-07       2.098071070946097e-01       7.775503390325610e-09       7.898236747365388e-01       
5.400000000000000e+01       5.450000000000000e+01       4.808164817068324e-04       2.000000000000000e+02       2.680955109741967e-06       6.008210871754668e-06       3.603456006787902e-04       1.010664343518862e-07       2.098026457735193e-01       7.768378145495027e-09       7.898282106250080e-01       
5.450000000000000e+01       5.500000000000000e+01       4.511154651278894e-04       2.000000000000000e+02       2.635650522322892e-06       6.010784289838519e-06       3.603117480478614e-04       9.912182363526812e-08       2.097980597957607e-01       7.783972958502628e-09       7.898328751155828e-01       
5.500000000000000e+01       5.550000000000000e+01       4.231112686813610e-04       2.000000000000000e+02       2.588317304674862e-06       6.012815559292560e-06       3.602766493630180e-04       9.734037492392348e-08       2.097933384284381e-01       7.824728233446957e-09       7.898376786242317e-01       
5.550000000000000e+01       5.600000000000000e+01       3.967148896456555e-04       2.000000000000000e+02       2.539355259147860e-06       6.014340453471825e-06       3.602402378498382e-04       9.570631569042139e-08       2.097884704825151e-01       7.893059259909756e-09       7.898426319845474e-01       
5.600000000000000e+01       5.650000000000000e+01       3.718415759590480e-04       2.000000000000000e+02       2.489190059616852e-06       6.015390170435037e-06       3.602024417086252e-04       9.420553696392154e-08       2.097834442861301e-01       7.991482125409868e-09       7.898477464949122e-01       
5.650000000000000e+01       5.700000000000000e+01       3.484106373608666e-04       2.000000000000000e+02       2.438252348777113e-06       6.015991790547341e-06       3.601631837890366e-04       9.282539980816618e-08       2.097782476564182e-01       8.122714146710839e-09       7.898530339675396e-01       
5.700000000000000e+01       5.750000000000000e+01       3.263452771573498e-04       2.000000000000000e+02       2.386964162729869e-06       6.016168663782213e-06       3.601223812392629e-04       9.155456924246343e-08       2.097728678583513e-01       8.289755546367785e-09       7.898585067832582e-01       
5.750000000000000e+01       5.800000000000000e+01       3.055724205789065e-04       2.000000000000000e+02       2.335728903255415e-06       6.015940738704378e-06       3.600799451405820e-04       9.038287169820589e-08       2.097672915581465e-01       8.495958655239845e-09       7.898641779482406e-01       
5.800000000000000e+01       5.850000000000000e+01       2.860225515419580e-04       2.000000000000000e+02       2.284913476070017e-06       6.015324847528788e-06       3.600357801140254e-04       8.930117068408774e-08       2.097615047853676e-01       8.745090227653386e-09       7.898700611499339e-01       
5.850000000000000e+01       5.900000000000000e+01       2.676295577377023e-04       2.000000000000000e+02       2.234837920159516e-06       6.014334952306600e-06       3.599897838943766e-04       8.830125768041443e-08       2.097554928824236e-01       9.041389610656768e-09       7.898761708181622e-01       
5.900000000000000e+01       5.950000000000000e+01       2.503305794216682e-04       2.000000000000000e+02       2.185762028870931e-06       6.012982361148982e-06       3.599418468714213e-04       8.737575545032342e-08       2.097492404556817e-01       9.389626368053587e-09       7.898825221876751e-01       
5.950000000000000e+01       6.000000000000000e+01       2.340658666577833e-04       2.000000000000000e+02       2.137877450812740e-06       6.011275917801575e-06       3.598918515890093e-04       8.651803150870860e-08       2.097427313153272e-01       9.795159338770412e-09       7.898891313665243e-01       
6.000000000000000e+01       6.050000000000000e+01       2.187786399976732e-04       2.000000000000000e+02       2.091303485607216e-06       6.009222169156019e-06       3.598396722035338e-04       8.572212026289280e-08       2.097359484066769e-01       1.026399911632283e-08       7.898960154093454e-01       
6.050000000000000e+01       6.100000000000000e+01       2.044149571655528e-04       2.000000000000000e+02       2.046086419291895e-06       6.006825512455055e-06       3.597851738942111e-04       8.498265240765654e-08       2.097288737317526e-01       1.080287558642258e-08       7.899031923968934e-01       
6.100000000000000e+01       6.150000000000000e+01       1.909235859375865e-04       2.000000000000000e+02       2.002204317863432e-06       6.004088322850210e-06       3.597282122197518e-04       8.429479069041853e-08       2.097214882575867e-01       1.141931163855252e-08       7.899106815234505e-01       
6.150000000000000e+01       6.200000000000000e+01       1.782558811842079e-04       2.000000000000000e+02       1.959577044702434e-06       6.001011062247691e-06       3.596686324198201e-04       8.365417151686648e-08       2.097137718108373e-01       1.212170391071163e-08       7.899185031927605e-01       
6.200000000000000e+01       6.250000000000000e+01       1.663656671850205e-04       2.000000000000000e+02       1.918078891299770e-06       5.997592368658955e-06       3.596062686541842e-04       8.305685190001932e-08       2.097057029606814e-01       1.291941142112576e-08       7.899266791231411e-01       
6.250000000000000e+01       6.300000000000000e+01       1.552091244809246e-04       2.000000000000000e+02       1.877555603250473e-06       5.993829125495664e-06       3.595409431756787e-04       8.249926154776739e-08       2.096972588866852e-01       1.382285246185256e-08       7.899352324632963e-01       
6.300000000000000e+01       6.350000000000000e+01       1.447446820306468e-04       2.000000000000000e+02       1.837840145859412e-06       5.989716509973592e-06       3.594724654287758e-04       8.197815982184530e-08       2.096884152371498e-01       1.484361047980154e-08       7.899441879189952e-01       
6.350000000000000e+01       6.400000000000000e+01       1.349329130394242e-04       2.000000000000000e+02       1.798771603224010e-06       5.985248019387956e-06       3.594006310718941e-04       8.149059752596852e-08       2.096791459720416e-01       1.599454910017989e-08       7.899535718921173e-01       
6.400000000000000e+01       6.450000000000000e+01       1.257364357026586e-04       2.000000000000000e+02       1.760206830694924e-06       5.980415475253406e-06       3.593252209124902e-04       8.103388320587891e-08       2.096694232015675e-01       1.728993747640920e-08       7.899634126313934e-01       
6.450000000000000e+01       6.500000000000000e+01       1.171198170488080e-04       2.000000000000000e+02       1.722034745873400e-06       5.975209004780368e-06       3.592459997540661e-04       8.060555386176548e-08       2.096592170092385e-01       1.874558625839250e-08       7.899737403961167e-01       
6.500000000000000e+01       6.550000000000000e+01       1.090494807929738e-04       2.000000000000000e+02       1.684177908873886e-06       5.969617001067950e-06       3.591627151437040e-04       8.020334961970161e-08       2.096484952768127e-01       2.037899633136075e-08       7.899845876307877e-01       
6.550000000000000e+01       6.600000000000000e+01       1.014936211258628e-04       2.000000000000000e+02       1.646593401898167e-06       5.963626059620089e-06       3.590750960005437e-04       7.982519191026803e-08       2.096372234959572e-01       2.220952203538713e-08       7.899959891538668e-01       
6.600000000000000e+01       6.650000000000000e+01       9.442211850850346e-05       2.000000000000000e+02       1.609267563433616e-06       5.957220895058970e-06       3.589828511311576e-04       7.946916483118575e-08       2.096253645758539e-01       2.425855102848469e-08       7.900079823568406e-01       
6.650000000000000e+01       6.700000000000000e+01       8.780645834775433e-05       2.000000000000000e+02       1.572206234606940e-06       5.950384238408964e-06       3.588856676187379e-04       7.913349910823540e-08       2.096128786455295e-01       2.654970401669574e-08       7.900206074131756e-01       
6.700000000000000e+01       6.750000000000000e+01       8.161965402049395e-05       2.000000000000000e+02       1.535419580576138e-06       5.943096714674795e-06       3.587832090636301e-04       7.881655801677368e-08       2.095997228518877e-01       2.910905859484474e-08       7.900339074971368e-01       
6.750000000000000e+01       6.800000000000000e+01       7.583617354103950e-05       2.000000000000000e+02       1.498908572662890e-06       5.935336700112203e-06       3.586751136626970e-04       7.851682477039671e-08       2.095858511463430e-01       3.196540106557357e-08       7.900479290124957e-01       
6.800000000000000e+01       6.850000000000000e+01       7.043186889923403e-05       2.000000000000000e+02       1.462650795093740e-06       5.927080160227504e-06       3.585609921181621e-04       7.823289093248617e-08       2.095712140643502e-01       3.515051064381535e-08       7.900627218291747e-01       
6.850000000000000e+01       6.900000000000000e+01       6.538390823762865e-05       2.000000000000000e+02       1.426589891236965e-06       5.918300465815028e-06       3.584404253589914e-04       7.796344544574564e-08       2.095557584937463e-01       3.869948058575146e-08       7.900783395276116e-01       
6.900000000000000e+01       6.950000000000000e+01       6.067071155924379e-05       2.000000000000000e+02       1.390625679219409e-06       5.908968180815118e-06       3.583129620479956e-04       7.770726393918968e-08       2.095394274353456e-01       4.265108166858851e-08       7.900948396504008e-01       
6.950000000000000e+01       7.000000000000000e+01       5.627188846645074e-05       2.000000000000000e+02       1.354612804191001e-06       5.899050814788033e-06       3.581781158718229e-04       7.746319820072371e-08       2.095221597529530e-01       4.704817131111957e-08       7.901122839561867e-01       
7.000000000000000e+01       7.050000000000000e+01       5.216817930928975e-05       2.000000000000000e+02       1.318354653115302e-06       5.888512512252160e-06       3.580353625737747e-04       7.723016563389263e-08       2.095038899285571e-01       5.193815624171423e-08       7.901307386733819e-01       
7.050000000000000e+01       7.100000000000000e+01       4.834139877959680e-05       2.000000000000000e+02       1.281610931140419e-06       5.877313629530769e-06       3.578841367147756e-04       7.700713873600263e-08       2.094845478050582e-01       5.737351552148555e-08       7.901502747530120e-01       
7.100000000000000e+01       7.150000000000000e+01       4.477438174533986e-05       2.000000000000000e+02       1.244104206537473e-06       5.865410097622985e-06       3.577238281288267e-04       7.679313469543443e-08       2.094640583061938e-01       6.341240247358476e-08       7.901709681458360e-01       
7.150000000000000e+01       7.200000000000000e+01       4.145093185930185e-05       2.000000000000000e+02       1.205468370978565e-06       5.852752405780473e-06       3.575537780113436e-04       7.658720529186938e-08       2.094423410968995e-01       7.011935761981910e-08       7.901929001977495e-01       
7.200000000000000e+01       7.250000000000000e+01       3.835712749055637e-05       2.000000000000000e+02       1.161560936807736e-06       5.839277554018262e-06       3.573732363420296e-04       7.638833205374692e-08       2.094193087906858e-01       7.756938614339641e-08       7.902161631767631e-01       
7.250000000000000e+01       7.300000000000000e+01       3.548082254721139e-05       2.000000000000000e+02       1.112411647850420e-06       5.824909530044199e-06       3.571813562882172e-04       7.619541760288792e-08       2.093948601772427e-01       8.584753053082895e-08       7.902408591023431e-01       
7.300000000000000e+01       7.350000000000000e+01       3.280885828378457e-05       2.000000000000000e+02       1.061604616182079e-06       5.809571793449154e-06       3.569772735508132e-04       7.600746730070342e-08       2.093688923513336e-01       9.504271456667266e-08       7.902670881485241e-01       
7.350000000000000e+01       7.400000000000000e+01       3.032752968711554e-05       2.000000000000000e+02       1.008701737572103e-06       5.793182364154608e-06       3.567601040627899e-04       7.582357787942613e-08       2.093413071243822e-01       1.052501719524325e-07       7.902949498137034e-01       
7.400000000000000e+01       7.450000000000000e+01       2.802399610342275e-05       2.000000000000000e+02       9.532391972165008e-07       5.775642640217150e-06       3.565288938897150e-04       7.564282764157074e-08       2.093120019240919e-01       1.165765170609903e-07       7.903245480808363e-01       
7.450000000000000e+01       7.500000000000000e+01       2.588623019855245e-05       2.000000000000000e+02       8.949084228336492e-07       5.756830534017565e-06       3.562826124786026e-04       7.546426824187236e-08       2.092808691432511e-01       1.291420640953390e-07       7.903559918989811e-01       
7.500000000000000e+01       7.550000000000000e+01       2.390296959257458e-05       2.000000000000000e+02       8.337049768160170e-07       5.736590687853196e-06       3.560201446310155e-04       7.528691886510805e-08       2.092477940674980e-01       1.430841081075307e-07       7.903893971211794e-01       
7.550000000000000e+01       7.600000000000000e+01       2.206367160433086e-05       2.000000000000000e+02       7.701001683817811e-07       5.714721073390844e-06       3.557402793696279e-04       7.510976303421319e-08       2.092126505058386e-01       1.585615310758685e-07       7.904248907222560e-01       
7.600000000000000e+01       7.650000000000000e+01       2.035847009733334e-05       2.000000000000000e+02       7.051961293564629e-07       5.690955886334318e-06       3.554417028701051e-04       7.493175416928440e-08       2.091752944469138e-01       1.757605725546316e-07       7.904626170058736e-01       
7.650000000000000e+01       7.700000000000000e+01       1.877813470104657e-05       2.000000000000000e+02       6.408182214690404e-07       5.664942984079634e-06       3.551229807370161e-04       7.475182140955162e-08       2.091355532809001e-01       1.949026914904359e-07       7.905027483226443e-01       
7.700000000000000e+01       7.750000000000000e+01       1.731403261965215e-05       2.000000000000000e+02       5.795280184519501e-07       5.636217251193320e-06       3.547825439431836e-04       7.456888506421370e-08       2.090932115059929e-01       2.162535819854344e-07       7.905454993823272e-01       
7.750000000000000e+01       7.800000000000000e+01       1.595809255311795e-05       2.000000000000000e+02       5.245484026254744e-07       5.604173304623261e-06       3.544186727641166e-04       7.438187619657119e-08       2.090479907520425e-01       2.401327358665392e-07       7.905911473388740e-01       
7.800000000000000e+01       7.850000000000000e+01       1.470277042233745e-05       2.000000000000000e+02       4.796104854769999e-07       5.568051023112187e-06       3.540294821005921e-04       7.418975849070482e-08       2.089995222556652e-01       2.669208735112241e-07       7.906400594900936e-01       
7.850000000000000e+01       7.900000000000000e+01       1.354101715345143e-05       2.000000000000000e+02       4.487184361752647e-07       5.526964950893342e-06       3.536129143719472e-04       7.399154922336187e-08       2.089473097241105e-01       2.970597183304744e-07       7.906927306268630e-01       
7.900000000000000e+01       7.950000000000000e+01       1.246624853056064e-05       2.000000000000000e+02       4.358232716286510e-07       5.480023983994187e-06       3.531667474004459e-04       7.378633581116262e-08       2.088906817730194e-01       3.310359433414528e-07       7.907498308100454e-01       
7.950000000000000e+01       8.000000000000000e+01       1.147231649895788e-05       2.000000000000000e+02       4.441774033814807e-07       5.426560136173353e-06       3.526886239257746e-04       7.357328903371125e-08       2.088287377401765e-01       3.693434524303112e-07       7.908122599816166e-01       
8.000000000000000e+01       8.050000000000000e+01       1.055563601627702e-05       2.000000000000000e+02       4.671722202458688e-07       5.365877601438565e-06       3.521724755987071e-04       7.334974671185771e-08       2.087598228193457e-01       4.127834408455513e-07       7.908816855220464e-01       
8.050000000000000e+01       8.100000000000000e+01       9.712343058943864e-06       2.000000000000000e+02       5.131553653712195e-07       5.297838593727951e-06       3.516115811416933e-04       7.311292718169061e-08       2.086819299551017e-01       4.621066056279288e-07       7.909601122502646e-01       
8.100000000000000e+01       8.150000000000000e+01       8.936555464746430e-06       2.000000000000000e+02       5.804736774050756e-07       5.223086283118460e-06       3.510025862722898e-04       7.286208256783904e-08       2.085931346306621e-01       5.176709340945534e-07       7.910494686900884e-01       
8.150000000000000e+01       8.200000000000000e+01       8.222864030227977e-06       2.000000000000000e+02       6.666620489295884e-07       5.142344025471604e-06       3.503419799637893e-04       7.259663978230412e-08       2.084911174668310e-01       5.797922811554275e-07       7.911520791582098e-01       
8.200000000000000e+01       8.250000000000000e+01       7.566294421285805e-06       2.000000000000000e+02       7.688221544265301e-07       5.056264505723083e-06       3.496260520581719e-04       7.231621995147519e-08       2.083731465956083e-01       6.487784904426078e-07       7.912706811709630e-01       
8.250000000000000e+01       8.300000000000000e+01       6.962272126499414e-06       2.000000000000000e+02       8.837642161014601e-07       4.965388138474343e-06       3.488508614134517e-04       7.202064373383557e-08       2.082360689937506e-01       7.249536053926024e-07       7.914084340182324e-01       
8.300000000000000e+01       8.350000000000000e+01       6.406590208622056e-06       2.000000000000000e+02       1.008095873147368e-06       4.870158107464755e-06       3.480122164910985e-04       7.170992576365806e-08       2.080763190222365e-01       8.086705059003333e-07       7.915689101268601e-01       
8.350000000000000e+01       8.400000000000000e+01       5.895379630337294e-06       2.000000000000000e+02       1.138287610270974e-06       4.770950161756138e-06       3.471056648180212e-04       7.138426169585217e-08       2.078899483962361e-01       9.003158036650933e-07       7.917560650011085e-01       
8.400000000000000e+01       8.450000000000000e+01       5.425081951338272e-06       2.000000000000000e+02       1.270747088642989e-06       4.668099285518467e-06       3.461264878138980e-04       7.104400984897726e-08       2.076726772433221e-01       1.000310824596297e-06       7.919741860676554e-01       
8.450000000000000e+01       8.500000000000000e+01       4.992424213015689e-06       2.000000000000000e+02       1.401915472993431e-06       4.561919021519253e-06       3.450696990230401e-04       7.068966847273684e-08       2.074199625846117e-01       1.109111017558796e-06       7.922278240811848e-01       
8.500000000000000e+01       8.550000000000000e+01       4.594395843589807e-06       2.000000000000000e+02       1.528381161944843e-06       4.452714154473541e-06       3.439300450795844e-04       7.032184945029601e-08       2.071270786754885e-01       1.227204896343643e-06       7.925217126573697e-01       
8.550000000000000e+01       8.600000000000000e+01       4.228227430280598e-06       2.000000000000000e+02       1.646997554502511e-06       4.340788515052372e-06       3.427020095034470e-04       6.994124943298254e-08       2.067892029942986e-01       1.355112904604858e-06       7.928606821559743e-01       
8.600000000000000e+01       8.650000000000000e+01       3.891371216449395e-06       2.000000000000000e+02       1.754990187824371e-06       4.226449498171825e-06       3.413798198268502e-04       6.954861968866217e-08       2.064015020148596e-01       1.493386235446838e-06       7.932495737907724e-01       
8.650000000000000e+01       8.700000000000000e+01       3.581483191149227e-06       2.000000000000000e+02       1.850041628868221e-06       4.110010479020454e-06       3.399574587512753e-04       6.914473616481629e-08       2.059592119330140e-01       1.642605473167890e-06       7.936931588059175e-01       
8.700000000000000e+01       8.750000000000000e+01       3.296406646802345e-06       2.000000000000000e+02       1.930347313449220e-06       3.991791929462424e-06       3.384286801316107e-04       6.873037136342390e-08       2.054577109042305e-01       1.803378853532792e-06       7.941960661671701e-01       
8.750000000000000e+01       8.800000000000000e+01       3.034157088304800e-06       2.000000000000000e+02       1.994640318519139e-06       3.872121732972737e-06       3.367870306275664e-04       6.830626958632972e-08       2.048925807849285e-01       1.976339908999903e-06       7.947627207762138e-01       
8.800000000000000e+01       8.850000000000000e+01       2.792908384109996e-06       2.000000000000000e+02       2.042186935410796e-06       3.751334964143001e-06       3.350258778771651e-04       6.787312694496524e-08       2.042596576362301e-01       2.162144248498866e-06       7.953972929466178e-01       
8.850000000000000e+01       8.900000000000000e+01       2.570980056972323e-06       2.000000000000000e+02       2.072757479132516e-06       3.629773233591504e-06       3.331384460543662e-04       6.743157725278173e-08       2.035550712444903e-01       2.361465192920475e-06       7.961036588819725e-01       
8.900000000000000e+01       8.950000000000000e+01       2.366825619103971e-06       2.000000000000000e+02       2.086578086038680e-06       3.507783601037600e-06       3.311178597044735e-04       6.698218455834835e-08       2.027752746516514e-01       2.574987911856339e-06       7.968853711568606e-01       
8.950000000000000e+01       9.000000000000000e+01       2.179021863482078e-06       2.000000000000000e+02       2.084269540935886e-06       3.385717029600698e-06       3.289571968552268e-04       6.652544267278830e-08       2.019170652667480e-01       2.803401532217253e-06       7.977456376228513e-01       
9.000000000000000e+01       9.050000000000000e+01       2.006259029861493e-06       2.000000000000000e+02       2.066778775347232e-06       3.263926388606257e-06       3.266495526364102e-04       6.606178165402582e-08       2.009775996695704e-01       3.047388354156483e-06       7.986873066224934e-01       
9.050000000000000e+01       9.100000000000000e+01       1.847331770618456e-06       2.000000000000000e+02       2.035307874628834e-06       3.142764095123945e-06       3.241881150512702e-04       6.559158089355158e-08       1.999544048014774e-01       3.307608766821855e-06       7.997128558111539e-01       
9.100000000000000e+01       9.150000000000000e+01       1.701130847813677e-06       2.000000000000000e+02       1.991244506478834e-06       3.022579588948996e-06       3.215662551288487e-04       6.511518825522720e-08       1.988453888543053e-01       3.584679703702286e-06       8.008243812715784e-01       
9.150000000000000e+01       9.200000000000000e+01       1.566635498792930e-06       2.000000000000000e+02       1.936096739232100e-06       2.903716927026497e-06       3.187776343737083e-04       6.463294465303895e-08       1.976488556941553e-01       3.879143585728163e-06       8.020235830812743e-01       
9.200000000000000e+01       9.250000000000000e+01       1.442906413234658e-06       2.000000000000000e+02       1.871434384336155e-06       2.786512829107346e-06       3.158163330580031e-04       6.414521350496167e-08       1.963635269105303e-01       4.191423825513674e-06       8.033117432401593e-01       
9.250000000000000e+01       9.300000000000000e+01       1.329079269802348e-06       2.000000000000000e+02       1.798838210343796e-06       2.671295490001396e-06       3.126770032338616e-04       6.365241464100403e-08       1.949885754430586e-01       4.521762338667581e-06       8.046896920052539e-01       
9.300000000000000e+01       9.350000000000000e+01       1.224358785437769e-06       2.000000000000000e+02       1.719857691722624e-06       2.558384405029553e-06       3.093550500983852e-04       6.315506252775264e-08       1.935236743087176e-01       4.870134404342657e-06       8.061577591096204e-01       
9.350000000000000e+01       9.400000000000000e+01       1.128013234777874e-06       2.000000000000000e+02       1.635977306728670e-06       2.448091376529857e-06       3.058468442407160e-04       6.265380939495190e-08       1.919690637153030e-01       5.236136912129242e-06       8.077157065810515e-01       
9.400000000000000e+01       9.450000000000000e+01       1.039369401093211e-06       2.000000000000000e+02       1.548590806350712e-06       2.340722860207537e-06       3.021499651473876e-04       6.214949594990210e-08       1.903256408702613e-01       5.618847726049069e-06       8.093626388537027e-01       
9.450000000000000e+01       9.500000000000000e+01       9.578079233758829e-07       2.000000000000000e+02       1.458982350069971e-06       2.236584007460617e-06       2.982634731541287e-04       6.164321836249605e-08       1.885950812153374e-01       6.016656602169145e-06       8.110968814453304e-01       
9.500000000000000e+01       9.550000000000000e+01       8.827590064968097e-07       2.000000000000000e+02       1.368312895422298e-06       2.135985405827029e-06       2.941882032007089e-04       6.113643596901763e-08       1.867800119776711e-01       6.427071494657589e-06       8.129158073128964e-01       
9.550000000000000e+01       9.600000000000000e+01       8.136984622855142e-07       2.000000000000000e+02       1.277609715476285e-06       2.039255017820521e-06       2.899270702090082e-04       6.063118111228121e-08       1.848842871302157e-01       6.846507385500421e-06       8.148155617962753e-01       
9.600000000000000e+01       9.650000000000000e+01       7.501440483891188e-07       2.000000000000000e+02       1.187756459063462e-06       1.946760706561275e-06       2.854853742315827e-04       6.013050835780554e-08       1.829134704726626e-01       7.270066681689919e-06       8.167905794387501e-01       
9.650000000000000e+01       9.700000000000000e+01       6.916520683543416e-07       2.000000000000000e+02       1.099481034663608e-06       1.858953461734979e-06       2.808710957601238e-04       5.963945443425532e-08       1.808757368519385e-01       7.691319136351599e-06       8.188326826592143e-01       
9.700000000000000e+01       9.750000000000000e+01       6.378141906211143e-07       2.000000000000000e+02       1.013339208230513e-06       1.776447945038517e-06       2.760951798646348e-04       5.916698221657685e-08       1.787835627515381e-01       8.102083670372981e-06       8.209293910307913e-01       
9.750000000000000e+01       9.800000000000000e+01       5.882544369675355e-07       2.000000000000000e+02       9.296932546604816e-07       1.700164443102205e-06       2.711718240790448e-04       5.872963753549232e-08       1.766567987732991e-01       8.492203212784381e-06       8.230608486120738e-01       
9.800000000000000e+01       9.850000000000000e+01       5.426262832355561e-07       2.000000000000000e+02       8.486862204374358e-07       1.631563870481640e-06       2.661188126175318e-04       5.835791936713207e-08       1.745280102678894e-01       8.849284121226295e-06       8.251944830273615e-01       
9.850000000000000e+01       9.900000000000000e+01       5.006098020379225e-07       2.000000000000000e+02       7.702120892793290e-07       1.573017615706571e-06       2.609579958369623e-04       5.810665062020096e-08       1.724515004598877e-01       9.158328507714522e-06       8.272759818794120e-01       
9.900000000000000e+01       9.950000000000000e+01       4.619087221776981e-07       2.000000000000000e+02       6.939464827970994e-07       1.528394272791599e-06       2.557162148460565e-04       5.807126573461487e-08       1.705192543350319e-01       9.401014875051257e-06       8.292133480232258e-01       
9.950000000000000e+01       1.000000000000000e+02       4.262469526825944e-07       2.000000000000000e+02       6.214247253041235e-07       1.504502822933639e-06       2.504285951323742e-04       5.841618871286448e-08       1.688972380969449e-01       9.552886245244012e-06       8.308405960779406e-01       
